target_id	length	eff_length	est_counts	tpm
TRINITY_DN43992_c0_g2_i1_len=280	280	137.698	0	0
TRINITY_DN44205_c0_g2_i1_len=533	533	381.265	5	0.831487
TRINITY_DN44231_c0_g1_i1_len=532	532	380.265	2	0.33347
TRINITY_DN44527_c0_g1_i2_len=1071	1071	918.978	8	0.551947
TRINITY_DN44696_c0_g1_i1_len=858	858	705.978	5	0.449046
TRINITY_DN44860_c0_g2_i1_len=855	855	702.978	3	0.270578
TRINITY_DN44962_c0_g1_i6_len=532	532	380.265	6	1.00041
TRINITY_DN45350_c0_g1_i3_len=1509	1509	1356.98	11.3774	0.531597
TRINITY_DN45403_c1_g2_i1_len=854	854	701.978	11.0049	0.99397
TRINITY_DN45664_c0_g1_i1_len=1495	1495	1342.98	6.25215	0.29517
TRINITY_DN46355_c0_g1_i1_len=2467	2467	2314.98	17	0.465602
TRINITY_DN46969_c0_g3_i1_len=2455	2455	2302.98	24.1232	0.664135
TRINITY_DN46977_c0_g2_i1_len=1598	1598	1445.98	26	1.14005
TRINITY_DN47011_c0_g2_i2_len=5474	5474	5321.98	49	0.583761
TRINITY_DN47310_c0_g1_i2_len=674	674	522.047	15.6804	1.9044
TRINITY_DN47353_c0_g1_i1_len=855	855	702.978	6	0.541155
TRINITY_DN47543_c0_g1_i1_len=533	533	381.265	6	0.997785
TRINITY_DN47817_c0_g2_i1_len=532	532	380.265	3	0.500204
TRINITY_DN48071_c0_g2_i1_len=533	533	381.265	4	0.66519
TRINITY_DN48403_c0_g1_i1_len=1820	1820	1667.98	18	0.684218
TRINITY_DN48449_c0_g2_i2_len=1303	1303	1150.98	20.4422	1.12609
TRINITY_DN48688_c0_g1_i1_len=1496	1496	1343.98	12	0.566111
TRINITY_DN48782_c1_g2_i5_len=1180	1180	1027.98	14	0.863489
TRINITY_DN48819_c0_g1_i5_len=534	534	382.265	8.11395	1.3458
TRINITY_DN49033_c0_g1_i7_len=853	853	701.017	7	0.633114
TRINITY_DN49049_c0_g1_i4_len=1177	1177	1024.98	10	0.618583
TRINITY_DN49153_c1_g1_i1_len=533	533	381.265	3	0.498892
TRINITY_DN49208_c2_g1_i1_len=1505	1505	1352.98	10	0.468621
TRINITY_DN49221_c0_g1_i2_len=2466	2466	2313.98	27	0.739804
TRINITY_DN49235_c4_g1_i1_len=2460	2460	2307.98	34.1206	0.937339
TRINITY_DN49256_c0_g1_i5_len=1707	1707	1554.98	15	0.611617
TRINITY_DN49337_c1_g2_i15_len=1329	1329	1176.98	13.2855	0.715686
TRINITY_DN49447_c0_g2_i2_len=939	939	786.978	12.6037	1.01542
TRINITY_DN49619_c0_g4_i4_len=1768	1768	1615.98	12.2303	0.47986
TRINITY_DN49779_c0_g1_i1_len=1503	1503	1350.98	12	0.563178
TRINITY_DN49819_c0_g1_i4_len=1167	1167	1014.98	8.71666	0.54451
TRINITY_DN49850_c1_g3_i3_len=1137	1137	984.978	18.0614	1.16262
TRINITY_DN50049_c0_g2_i1_len=534	534	382.265	2	0.331725
TRINITY_DN50399_c4_g1_i1_len=1505	1505	1352.98	10.5909	0.49631
TRINITY_DN50688_c2_g1_i3_len=1396	1396	1243.98	11.8102	0.601944
TRINITY_DN50728_c5_g1_i1_len=1630	1630	1477.98	9.7983	0.420334
TRINITY_DN50745_c0_g1_i7_len=788	788	636.017	3.48211	0.347126
TRINITY_DN50807_c1_g1_i3_len=721	721	569.017	10	1.11426
TRINITY_DN50811_c1_g1_i3_len=534	534	382.265	8	1.3269
TRINITY_DN50833_c1_g1_i1_len=4186	4186	4033.98	29.5611	0.464622
TRINITY_DN50836_c5_g2_i9_len=2792	2792	2639.98	26	0.624432
TRINITY_DN50927_c3_g1_i1_len=853	853	701.017	4	0.36178
TRINITY_DN50927_c5_g4_i1_len=341	341	192.906	3	0.986027
TRINITY_DN50956_c0_g2_i4_len=4406	4406	4253.98	43	0.640893
TRINITY_DN51128_c1_g3_i3_len=643	643	491.047	20.186	2.60639
TRINITY_DN51164_c1_g4_i4_len=2151	2151	1998.98	13	0.412333
TRINITY_DN51282_c2_g1_i1_len=858	858	705.978	8.08266	0.725898
TRINITY_DN51357_c1_g2_i1_len=1635	1635	1482.98	0.0172916	0.000739285
TRINITY_DN51389_c0_g2_i4_len=1060	1060	907.978	9.81484	0.685362
TRINITY_DN51528_c0_g2_i2_len=1441	1441	1288.98	14	0.688644
TRINITY_DN51550_c4_g1_i1_len=2347	2347	2194.98	21	0.606599
TRINITY_DN51559_c4_g5_i2_len=858	858	705.978	9.74785	0.875448
TRINITY_DN51756_c0_g5_i3_len=532	532	380.265	2	0.33347
TRINITY_DN51800_c1_g4_i1_len=933	933	780.978	12.3051	0.998983
TRINITY_DN51854_c6_g17_i1_len=533	533	381.265	9	1.49668
TRINITY_DN51995_c2_g8_i10_len=533	533	381.265	4.76994	0.793228
TRINITY_DN52226_c3_g1_i6_len=2635	2635	2482.98	37.5501	0.95885
TRINITY_DN52252_c2_g9_i1_len=533	533	381.265	8	1.33038
TRINITY_DN52257_c0_g1_i10_len=2926	2926	2773.98	26	0.594268
TRINITY_DN52302_c0_g5_i8_len=1825	1825	1672.98	20	0.75797
TRINITY_DN52314_c0_g1_i1_len=1828	1828	1675.98	12	0.453968
TRINITY_DN52338_c2_g5_i7_len=2695	2695	2542.98	49	1.2217
TRINITY_DN52479_c0_g1_i2_len=3642	3642	3489.98	66	1.19904
TRINITY_DN52651_c0_g1_i4_len=2360	2360	2207.98	28.6161	0.821729
TRINITY_DN52696_c5_g1_i1_len=533	533	381.265	24.0179	3.99412
TRINITY_DN52698_c5_g12_i3_len=2792	2792	2639.98	23	0.552382
TRINITY_DN52714_c0_g2_i5_len=2682	2682	2529.98	45.0632	1.12932
TRINITY_DN52746_c0_g3_i1_len=2778	2778	2625.98	27.3257	0.659771
TRINITY_DN52849_c3_g1_i4_len=2460	2460	2307.98	26	0.714256
TRINITY_DN52951_c0_g1_i10_len=1048	1048	895.978	7.56607	0.535409
TRINITY_DN52955_c7_g3_i5_len=3001	3001	2848.98	32.358	0.720119
TRINITY_DN52993_c1_g1_i3_len=2153	2153	2000.98	23	0.728782
TRINITY_DN52997_c0_g1_i2_len=1501	1501	1348.98	19	0.89302
TRINITY_DN53001_c5_g1_i3_len=1499	1499	1346.98	12.3889	0.583154
TRINITY_DN53107_c2_g21_i1_len=534	534	382.265	2	0.331725
TRINITY_DN53112_c0_g1_i1_len=1182	1182	1029.98	13	0.800254
TRINITY_DN53233_c1_g9_i1_len=534	534	382.265	6	0.995175
TRINITY_DN53260_c1_g1_i2_len=1932	1932	1779.98	27.9741	0.996445
TRINITY_DN53331_c2_g2_i1_len=533	533	381.265	2	0.332595
TRINITY_DN53344_c0_g3_i1_len=534	534	382.265	6	0.995175
TRINITY_DN53361_c0_g5_i1_len=858	858	705.978	14	1.25733
TRINITY_DN53380_c2_g4_i8_len=533	533	381.265	8.88654	1.47781
TRINITY_DN53448_c0_g1_i8_len=2146	2146	1993.98	21	0.667746
TRINITY_DN53491_c1_g2_i1_len=534	534	382.265	11.2501	1.86596
TRINITY_DN53500_c0_g1_i7_len=2151	2151	1998.98	25.0045	0.793089
TRINITY_DN53529_c3_g4_i1_len=533	533	381.265	4.2371	0.704619
TRINITY_DN53594_c0_g8_i4_len=2788	2788	2635.98	26.0414	0.626375
TRINITY_DN53683_c0_g1_i17_len=1263	1263	1110.98	4.31128	0.246044
TRINITY_DN53758_c6_g3_i1_len=533	533	381.265	4	0.66519
TRINITY_DN53777_c0_g1_i1_len=533	533	381.265	7	1.16408
TRINITY_DN53778_c1_g2_i2_len=534	534	382.265	4	0.66345
TRINITY_DN53811_c2_g1_i2_len=2789	2789	2636.98	33	0.79345
TRINITY_DN53834_c2_g4_i1_len=856	856	703.978	4	0.360258
TRINITY_DN53838_c5_g2_i7_len=2421	2421	2268.98	18.642	0.520925
TRINITY_DN53920_c8_g11_i4_len=534	534	382.265	5	0.829312
TRINITY_DN53933_c0_g1_i2_len=858	858	705.978	6	0.538856
TRINITY_DN53937_c7_g3_i1_len=533	533	381.265	3.5794	0.595245
TRINITY_DN53963_c0_g1_i3_len=3705	3705	3552.98	50.3112	0.897811
TRINITY_DN54016_c4_g1_i8_len=1411	1411	1258.98	47	2.36697
TRINITY_DN54063_c0_g2_i4_len=532	532	380.265	11	1.83408
TRINITY_DN54078_c2_g2_i3_len=858	858	705.978	6	0.538856
TRINITY_DN54192_c1_g1_i2_len=4232	4232	4079.98	48	0.745926
TRINITY_DN54225_c0_g2_i1_len=2152	2152	1999.98	16.5914	0.52598
TRINITY_DN54268_c2_g8_i2_len=787	787	635.017	8.93571	0.892187
TRINITY_DN54313_c10_g2_i3_len=534	534	382.265	3	0.497587
TRINITY_DN54334_c3_g1_i1_len=534	534	382.265	2.00228	0.332103
TRINITY_DN54559_c0_g2_i7_len=3041	3041	2888.98	25.2605	0.554384
TRINITY_DN54623_c2_g1_i2_len=632	632	480.047	3.94959	0.521651
TRINITY_DN54655_c0_g1_i1_len=533	533	381.265	3	0.498892
TRINITY_DN54725_c1_g1_i9_len=4692	4692	4539.98	66.8314	0.933338
TRINITY_DN54782_c0_g10_i3_len=970	970	817.978	8.61107	0.667464
TRINITY_DN54836_c1_g3_i1_len=534	534	382.265	9	1.49276
TRINITY_DN54852_c0_g4_i2_len=1817	1817	1664.98	22.0156	0.838366
TRINITY_DN54916_c2_g4_i9_len=532	532	380.265	2	0.33347
TRINITY_DN54947_c2_g1_i1_len=532	532	380.265	2	0.33347
TRINITY_DN54950_c1_g4_i4_len=1675	1675	1522.98	17.5605	0.731066
TRINITY_DN55017_c1_g1_i1_len=2463	2463	2310.98	36.3168	0.996377
TRINITY_DN55030_c2_g2_i5_len=856	856	703.978	3	0.270193
TRINITY_DN55080_c0_g2_i12_len=1831	1831	1678.98	10.3693	0.391576
TRINITY_DN55095_c1_g5_i6_len=857	857	704.978	4	0.359747
TRINITY_DN55181_c1_g8_i2_len=532	532	380.265	3	0.500204
TRINITY_DN55230_c1_g3_i9_len=2016	2016	1863.98	31	1.05447
TRINITY_DN55236_c0_g1_i5_len=1265	1265	1112.98	24	1.36722
TRINITY_DN55280_c0_g3_i8_len=2499	2499	2346.98	14.5634	0.39343
TRINITY_DN55311_c2_g1_i2_len=3138	3138	2985.98	70.4464	1.49584
TRINITY_DN55313_c3_g1_i1_len=2653	2653	2500.98	44.1321	1.11881
TRINITY_DN55361_c2_g2_i3_len=2191	2191	2038.98	24.7365	0.769196
TRINITY_DN55423_c0_g1_i5_len=1002	1002	849.978	4.91977	0.366986
TRINITY_DN55439_c6_g9_i5_len=532	532	380.265	7.11078	1.18561
TRINITY_DN55555_c0_g1_i1_len=534	534	382.265	1.83402	0.304195
TRINITY_DN55555_c0_g2_i1_len=534	534	382.265	1.83402	0.304195
TRINITY_DN55566_c1_g1_i1_len=2416	2416	2263.98	17.3743	0.486572
TRINITY_DN55595_c2_g3_i5_len=2147	2147	1994.98	30	0.953445
TRINITY_DN55716_c3_g2_i1_len=2147	2147	1994.98	17	0.540285
TRINITY_DN55784_c0_g2_i9_len=1303	1303	1150.98	16	0.881384
TRINITY_DN55828_c1_g2_i15_len=3166	3166	3013.98	43.7932	0.921254
TRINITY_DN55859_c1_g9_i1_len=1180	1180	1027.98	12	0.740133
TRINITY_DN55912_c8_g1_i9_len=3568	3568	3415.98	53.8399	0.999314
TRINITY_DN55978_c0_g4_i10_len=3489	3489	3336.98	31.5267	0.599014
TRINITY_DN56008_c0_g4_i3_len=1827	1827	1674.98	44	1.66554
TRINITY_DN56012_c2_g1_i1_len=1818	1818	1665.98	16	0.608924
TRINITY_DN56054_c6_g2_i5_len=3720	3720	3567.98	51.509	0.915321
TRINITY_DN56064_c2_g6_i5_len=1180	1180	1027.98	17	1.04852
TRINITY_DN56111_c1_g1_i12_len=3388	3388	3235.98	56.5124	1.10726
TRINITY_DN56121_c0_g1_i5_len=1495	1495	1342.98	21.3758	1.00918
TRINITY_DN56171_c2_g2_i1_len=3441	3441	3288.98	124.578	2.40155
TRINITY_DN56239_c1_g1_i1_len=532	532	380.265	6	1.00041
TRINITY_DN56248_c0_g1_i4_len=2147	2147	1994.98	22.4319	0.712919
TRINITY_DN56288_c0_g2_i5_len=1368	1368	1215.98	31	1.6164
TRINITY_DN56406_c3_g10_i5_len=533	533	381.265	6	0.997785
TRINITY_DN56451_c6_g1_i1_len=534	534	382.265	1	0.165862
TRINITY_DN56625_c2_g2_i3_len=3083	3083	2930.98	49.3633	1.06783
TRINITY_DN56630_c1_g1_i8_len=4659	4659	4506.98	80.1196	1.12711
TRINITY_DN56637_c1_g5_i5_len=4410	4410	4257.98	67.2562	1.00148
TRINITY_DN56712_c0_g1_i1_len=534	534	382.265	4	0.66345
TRINITY_DN56898_c8_g7_i4_len=532	532	380.265	16	2.66776
TRINITY_DN56953_c0_g1_i1_len=855	855	702.978	3	0.270578
TRINITY_DN57717_c1_g1_i1_len=533	533	381.265	1	0.166297
TRINITY_DN62797_c0_g1_i1_len=856	856	703.978	7	0.630451
TRINITY_DN68080_c0_g1_i1_len=533	533	381.265	18.4579	3.0695
TRINITY_DN7024_c0_g2_i1_len=533	533	381.265	1	0.166297
TRINITY_DN76232_c0_g2_i1_len=534	534	382.265	2	0.331725
TRINITY_DN7829_c0_g1_i1_len=534	534	382.265	1	0.165862
TRINITY_DN78666_c0_g1_i1_len=532	532	380.265	1	0.166735
TRINITY_DN7930_c0_g1_i1_len=858	858	705.978	2	0.179619
TRINITY_DN82768_c0_g1_i1_len=534	534	382.265	1	0.165862
TRINITY_DN85205_c0_g1_i1_len=534	534	382.265	1	0.165862
TRINITY_DN85513_c1_g1_i1_len=533	533	381.265	4	0.66519
TRINITY_DN90539_c0_g1_i1_len=853	853	701.017	3	0.271335
TRINITY_DN9575_c0_g1_i1_len=1495	1495	1342.98	6	0.283266
TRINITY_DN98051_c0_g1_i1_len=533	533	381.265	7	1.16408
TRINITY_DN10301_c0_g2_i1_len=848	848	696.017	2	0.182189
TRINITY_DN10555_c0_g1_i1_len=530	530	378.286	1	0.167607
TRINITY_DN112452_c0_g1_i1_len=530	530	378.286	4	0.670428
TRINITY_DN122927_c0_g1_i1_len=529	529	377.286	1	0.168051
TRINITY_DN125038_c0_g1_i1_len=530	530	378.286	1	0.167607
TRINITY_DN128814_c0_g1_i1_len=531	531	379.286	2	0.33433
TRINITY_DN140364_c0_g1_i1_len=531	531	379.286	1	0.167165
TRINITY_DN140604_c0_g1_i1_len=530	530	378.286	3	0.502821
TRINITY_DN14134_c0_g1_i1_len=530	530	378.286	1	0.167607
TRINITY_DN145830_c0_g1_i1_len=530	530	378.286	1	0.167607
TRINITY_DN150671_c0_g1_i1_len=531	531	379.286	1	0.167165
TRINITY_DN150988_c0_g1_i1_len=530	530	378.286	1	0.167607
TRINITY_DN151343_c0_g1_i1_len=531	531	379.286	2	0.33433
TRINITY_DN152586_c0_g1_i1_len=529	529	377.286	1	0.168051
TRINITY_DN16325_c0_g1_i1_len=531	531	379.286	11	1.83882
TRINITY_DN16455_c0_g1_i1_len=848	848	696.017	11	1.00204
TRINITY_DN1764_c0_g1_i1_len=530	530	378.286	2	0.335214
TRINITY_DN19307_c0_g1_i1_len=529	529	377.286	6	1.00831
TRINITY_DN21375_c0_g1_i1_len=531	531	379.286	2	0.33433
TRINITY_DN2349_c0_g1_i1_len=529	529	377.286	5	0.840256
TRINITY_DN23894_c0_g1_i1_len=847	847	695.017	4	0.364903
TRINITY_DN26762_c0_g1_i1_len=531	531	379.286	5	0.835826
TRINITY_DN26989_c0_g1_i1_len=849	849	697.017	8	0.727711
TRINITY_DN30831_c0_g1_i2_len=1811	1811	1658.98	9	0.343965
TRINITY_DN31009_c0_g2_i1_len=1139	1139	986.978	7	0.449679
TRINITY_DN31254_c0_g2_i1_len=529	529	377.286	3	0.504154
TRINITY_DN31420_c0_g2_i1_len=524	524	372.307	1.03775	0.176728
TRINITY_DN34527_c0_g2_i1_len=852	852	700.017	7	0.634019
TRINITY_DN35111_c0_g1_i4_len=1348	1348	1195.98	4.42304	0.234482
TRINITY_DN35218_c0_g1_i1_len=1166	1166	1013.98	4	0.250117
TRINITY_DN36320_c0_g1_i1_len=847	847	695.017	8	0.729805
TRINITY_DN37405_c0_g1_i1_len=1168	1168	1015.98	20	1.24812
TRINITY_DN37740_c0_g1_i1_len=847	847	695.017	9.32093	0.850308
TRINITY_DN37917_c0_g1_i2_len=1483	1483	1330.98	5	0.238183
TRINITY_DN38268_c0_g1_i1_len=530	530	378.286	5	0.838035
TRINITY_DN38274_c0_g3_i2_len=2131	2131	1978.98	12	0.384461
TRINITY_DN38491_c0_g1_i1_len=1170	1170	1017.98	3	0.186851
TRINITY_DN38741_c0_g2_i1_len=849	849	697.017	142.023	12.919
TRINITY_DN38964_c0_g1_i1_len=1493	1493	1340.98	17	0.803785
TRINITY_DN39339_c0_g1_i2_len=1809	1809	1656.98	11	0.420909
TRINITY_DN39979_c0_g1_i1_len=2125	2125	1972.98	20	0.642717
TRINITY_DN40374_c0_g1_i1_len=847	847	695.017	5.92536	0.540545
TRINITY_DN40440_c1_g1_i2_len=1318	1318	1165.98	13.2878	0.72256
TRINITY_DN40680_c0_g1_i3_len=1171	1171	1018.98	7	0.435558
TRINITY_DN40932_c0_g1_i1_len=531	531	379.286	2	0.33433
TRINITY_DN41003_c0_g1_i2_len=531	531	379.286	2	0.33433
TRINITY_DN41236_c0_g1_i1_len=1365	1365	1212.98	8.52933	0.445835
TRINITY_DN41538_c0_g2_i3_len=530	530	378.286	3	0.502821
TRINITY_DN41700_c0_g1_i3_len=1131	1131	978.978	6	0.388589
TRINITY_DN42188_c0_g1_i1_len=1489	1489	1336.98	10	0.474229
TRINITY_DN42410_c0_g1_i1_len=1602	1602	1449.98	13.1945	0.576956
TRINITY_DN42635_c0_g1_i2_len=530	530	378.286	6.14909	1.03063
TRINITY_DN43217_c0_g2_i1_len=531	531	379.286	5	0.835826
TRINITY_DN43222_c0_g1_i1_len=2135	2135	1982.98	19	0.607502
TRINITY_DN43573_c0_g2_i2_len=2019	2019	1866.98	22	0.747129
TRINITY_DN44046_c0_g2_i1_len=860	860	707.978	9	0.806
TRINITY_DN44147_c0_g2_i3_len=1967	1967	1814.98	8.74972	0.305657
TRINITY_DN44606_c0_g1_i4_len=1569	1569	1416.98	19.143	0.856564
TRINITY_DN44691_c0_g1_i3_len=1173	1173	1020.98	17	1.05571
TRINITY_DN44860_c2_g2_i1_len=529	529	377.286	4	0.672205
TRINITY_DN44927_c0_g1_i5_len=2445	2445	2292.98	38	1.05074
TRINITY_DN45135_c0_g2_i1_len=850	850	698.017	6	0.545002
TRINITY_DN45469_c1_g2_i3_len=1494	1494	1341.98	8	0.37797
TRINITY_DN45606_c0_g1_i2_len=1104	1104	951.978	6.9537	0.463128
TRINITY_DN45700_c0_g1_i1_len=2692	2692	2539.98	51.2558	1.27946
TRINITY_DN45927_c0_g1_i1_len=852	852	700.017	5	0.45287
TRINITY_DN45928_c0_g3_i1_len=1001	1001	848.978	6	0.448092
TRINITY_DN46173_c0_g1_i6_len=530	530	378.286	7	1.17325
TRINITY_DN46425_c0_g1_i3_len=1166	1166	1013.98	7	0.437705
TRINITY_DN46441_c0_g3_i2_len=584	584	432.047	32.0831	4.70823
TRINITY_DN46546_c1_g3_i1_len=531	531	379.286	2.30172	0.384767
TRINITY_DN46569_c0_g1_i2_len=530	530	378.286	6.74453	1.13043
TRINITY_DN46892_c1_g2_i1_len=850	850	698.017	5.10784	0.463964
TRINITY_DN47036_c0_g1_i3_len=1879	1879	1726.98	16.7378	0.614503
TRINITY_DN47065_c0_g1_i3_len=848	848	696.017	5	0.455473
TRINITY_DN47286_c0_g1_i1_len=563	563	411.07	1.27663	0.196907
TRINITY_DN47498_c0_g1_i3_len=1001	1001	848.978	6.1579	0.459884
TRINITY_DN47832_c0_g2_i1_len=2449	2449	2296.98	21.0002	0.579667
TRINITY_DN47958_c1_g1_i2_len=753	753	601.017	11.6324	1.22715
TRINITY_DN48187_c0_g3_i1_len=1916	1916	1763.98	30.9847	1.1137
TRINITY_DN48232_c0_g2_i3_len=3265	3265	3112.98	39	0.79433
TRINITY_DN48250_c1_g1_i1_len=531	531	379.286	4.53746	0.758506
TRINITY_DN48301_c0_g2_i2_len=852	852	700.017	10	0.905741
TRINITY_DN48333_c0_g1_i2_len=605	605	453.047	7.90183	1.10585
TRINITY_DN48737_c0_g1_i2_len=1901	1901	1748.98	15.7104	0.56953
TRINITY_DN48793_c0_g5_i1_len=549	549	397.092	49	7.82379
TRINITY_DN48974_c0_g2_i1_len=2969	2969	2816.98	30	0.675228
TRINITY_DN49480_c0_g2_i1_len=3145	3145	2992.98	24.5049	0.519114
TRINITY_DN49560_c0_g8_i1_len=569	569	417.07	2.07166	0.314936
TRINITY_DN49598_c0_g1_i1_len=1801	1801	1648.98	16.1053	0.61925
TRINITY_DN49671_c1_g1_i2_len=1168	1168	1015.98	3	0.187219
TRINITY_DN49786_c0_g1_i1_len=5951	5951	5798.98	49	0.535744
TRINITY_DN49794_c1_g3_i2_len=926	926	773.978	8.14395	0.667143
TRINITY_DN49838_c0_g15_i2_len=707	707	555.017	11.4462	1.30758
TRINITY_DN49838_c0_g9_i2_len=734	734	582.017	2.00661	0.218594
TRINITY_DN49892_c1_g1_i1_len=3769	3769	3616.98	11.3385	0.198757
TRINITY_DN50372_c2_g2_i2_len=1692	1692	1539.98	17	0.699917
TRINITY_DN50391_c1_g5_i4_len=2445	2445	2292.98	21	0.580673
TRINITY_DN50580_c3_g2_i1_len=529	529	377.286	17.4968	2.94037
TRINITY_DN50651_c1_g1_i1_len=847	847	695.017	3	0.273677
TRINITY_DN50738_c0_g1_i2_len=1807	1807	1654.98	16	0.612971
TRINITY_DN50745_c0_g1_i3_len=1439	1439	1286.98	41.5179	2.04539
TRINITY_DN51081_c9_g13_i1_len=1170	1170	1017.98	21	1.30796
TRINITY_DN51264_c0_g1_i1_len=531	531	379.286	2	0.33433
TRINITY_DN51315_c1_g1_i5_len=3127	3127	2974.98	30.8405	0.65728
TRINITY_DN51357_c1_g2_i4_len=3566	3566	3413.98	59.9827	1.11398
TRINITY_DN51394_c0_g1_i1_len=600	600	448.047	6	0.849063
TRINITY_DN51441_c4_g2_i3_len=809	809	657.017	9.47937	0.914777
TRINITY_DN51539_c3_g1_i4_len=1366	1366	1213.98	16	0.835644
TRINITY_DN51664_c1_g2_i1_len=1168	1168	1015.98	14	0.873687
TRINITY_DN51668_c6_g1_i8_len=1378	1378	1225.98	11.173	0.577829
TRINITY_DN51674_c3_g2_i1_len=1173	1173	1020.98	6	0.372604
TRINITY_DN51755_c1_g2_i3_len=1170	1170	1017.98	4.98471	0.310466
TRINITY_DN51761_c4_g1_i1_len=1196	1196	1043.98	8.63067	0.524162
TRINITY_DN51810_c0_g1_i1_len=2061	2061	1908.98	21.3125	0.707857
TRINITY_DN51861_c0_g3_i6_len=2444	2444	2291.98	50	1.38316
TRINITY_DN51917_c1_g1_i3_len=530	530	378.286	3.18448	0.533742
TRINITY_DN51985_c6_g1_i1_len=530	530	378.286	3	0.502821
TRINITY_DN52000_c3_g1_i11_len=2465	2465	2312.98	13.2835	0.364127
TRINITY_DN52048_c0_g2_i4_len=1482	1482	1329.98	15	0.715087
TRINITY_DN52092_c3_g8_i2_len=4359	4359	4206.98	33	0.497343
TRINITY_DN52201_c0_g2_i4_len=2254	2254	2101.98	19.6503	0.592725
TRINITY_DN52227_c3_g1_i1_len=530	530	378.286	1.28872	0.215999
TRINITY_DN52265_c0_g1_i5_len=2686	2686	2533.98	9.23963	0.231187
TRINITY_DN52382_c2_g1_i1_len=370	370	220.456	4.59533	1.32162
TRINITY_DN52449_c8_g1_i1_len=265	265	124.757	12.0704	6.13439
TRINITY_DN52730_c7_g13_i2_len=2028	2028	1875.98	24.3422	0.822704
TRINITY_DN52756_c5_g1_i23_len=1257	1257	1104.98	12.3183	0.706819
TRINITY_DN52843_c0_g2_i3_len=1091	1091	938.978	11.7556	0.793781
TRINITY_DN52871_c0_g1_i2_len=2456	2456	2303.98	15	0.412786
TRINITY_DN52941_c2_g1_i1_len=529	529	377.286	4.61627	0.77577
TRINITY_DN53060_c4_g1_i7_len=5620	5620	5467.98	47	0.544984
TRINITY_DN53111_c4_g4_i8_len=2337	2337	2184.98	22.8338	0.662588
TRINITY_DN53290_c1_g1_i3_len=4072	4072	3919.98	46	0.744023
TRINITY_DN53350_c2_g2_i9_len=1701	1701	1548.98	8.89713	0.364181
TRINITY_DN53458_c5_g2_i9_len=3121	3121	2968.98	62.0038	1.32411
TRINITY_DN53646_c3_g2_i1_len=1164	1164	1011.98	15	0.939794
TRINITY_DN53658_c1_g4_i1_len=529	529	377.286	5.98524	1.00583
TRINITY_DN53749_c4_g1_i10_len=2663	2663	2510.98	39.4808	0.996908
TRINITY_DN53895_c0_g1_i2_len=2267	2267	2114.98	21.8528	0.655109
TRINITY_DN53924_c3_g17_i10_len=855	855	702.978	10.4471	0.942248
TRINITY_DN53938_c3_g1_i3_len=1127	1127	974.978	5	0.325153
TRINITY_DN53945_c0_g2_i10_len=1298	1298	1145.98	10.6934	0.591634
TRINITY_DN54025_c2_g2_i3_len=3087	3087	2934.98	28.4938	0.615543
TRINITY_DN54180_c2_g1_i1_len=851	851	699.017	3	0.272111
TRINITY_DN54200_c1_g1_i12_len=2993	2993	2840.98	29.5681	0.659884
TRINITY_DN54282_c0_g5_i11_len=1532	1532	1379.98	21.2608	0.976832
TRINITY_DN54339_c2_g2_i1_len=848	848	696.017	21.6588	1.973
TRINITY_DN54360_c1_g10_i10_len=2634	2634	2481.98	41	1.04737
TRINITY_DN54391_c3_g2_i8_len=2531	2531	2378.98	43.6116	1.16232
TRINITY_DN54414_c2_g10_i4_len=529	529	377.286	8.0881	1.35922
TRINITY_DN54425_c0_g1_i2_len=6854	6854	6701.98	84.9762	0.803908
TRINITY_DN54689_c8_g17_i1_len=530	530	378.286	5	0.838035
TRINITY_DN54706_c1_g2_i2_len=3896	3896	3743.98	56.2603	0.952754
TRINITY_DN54790_c2_g1_i1_len=530	530	378.286	2	0.335214
TRINITY_DN54839_c4_g21_i9_len=1017	1017	864.978	23.632	1.73224
TRINITY_DN54918_c0_g3_i1_len=529	529	377.286	4	0.672205
TRINITY_DN54947_c1_g5_i2_len=529	529	377.286	7.67645	1.29004
TRINITY_DN54951_c0_g1_i7_len=2033	2033	1880.98	17.2046	0.579926
TRINITY_DN54953_c3_g1_i1_len=7409	7409	7256.98	68.9518	0.602424
TRINITY_DN55160_c1_g3_i3_len=5303	5303	5150.98	39.0792	0.481025
TRINITY_DN55181_c1_g6_i6_len=752	752	600.017	13	1.3737
TRINITY_DN55210_c8_g7_i1_len=248	248	110.649	0.812004	0.465288
TRINITY_DN55317_c1_g1_i1_len=850	850	698.017	5	0.454168
TRINITY_DN55345_c0_g2_i8_len=2065	2065	1912.98	19	0.629732
TRINITY_DN55417_c1_g1_i4_len=1801	1801	1648.98	9.20463	0.353919
TRINITY_DN55433_c2_g1_i1_len=529	529	377.286	1	0.168051
TRINITY_DN55435_c3_g1_i1_len=1164	1164	1011.98	11	0.689182
TRINITY_DN55458_c2_g3_i1_len=1167	1167	1014.98	6	0.374806
TRINITY_DN55550_c1_g1_i11_len=2602	2602	2449.98	21.7873	0.563837
TRINITY_DN55584_c5_g2_i5_len=3275	3275	3122.98	33.7012	0.684209
TRINITY_DN55607_c4_g1_i7_len=2695	2695	2542.98	23.4877	0.585611
TRINITY_DN55638_c1_g4_i1_len=2441	2441	2288.98	28	0.775584
TRINITY_DN55778_c0_g2_i11_len=3322	3322	3169.98	102.93	2.05873
